Post_ID,Date,Post_Type,Caption_Length,Hashtags,Posting_Hour,Video_Duration_Sec,Likes,Comments,Shares,Saves,Followers,Reach,Impressions,Profile_Visits,Website_Clicks,New_Followers
249,2022-09-06,Reel,198.0,5.0,9,28,289.0,10.0,26.0,43.0,6605,6644,9610,198,45,60
250,2022-09-07,Story,211.0,15.0,10,11,225.0,15.0,21.0,31.0,6615,2549,3445,101,19,10
251,2022-09-08,Reel,44.0,19.0,19,24,816.0,69.0,170.0,121.0,6626,8657,13040,389,99,51
252,2022-09-09,Reel,156.0,4.0,23,79,529.0,47.0,41.0,45.0,6636,6770,8898,146,14,26
253,2022-09-10,Image,50.0,14.0,11,0,120.0,12.0,26.0,16.0,6647,2116,3299,59,16,8
254,2022-09-11,Carousel,257.0,10.0,13,0,627.0,61.0,150.0,50.0,6657,8443,10791,298,83,102
255,2022-09-12,Carousel,248.0,2.0,10,0,269.0,14.0,17.0,25.0,6668,4816,8169,142,31,32
256,2022-09-13,Reel,216.0,4.0,8,9,246.0,22.0,34.0,37.0,6678,4345,6307,120,23,29
257,2022-09-14,Reel,81.0,17.0,11,24,775.0,38.0,131.0,40.0,6689,9415,13136,518,100,151
258,2022-09-15,Carousel,137.0,17.0,19,0,392.0,16.0,55.0,30.0,6699,8613,10487,197,33,18
259,2022-09-16,Reel,195.0,14.0,22,51,657.0,27.0,122.0,31.0,6710,7049,10878,286,62,82
260,2022-09-17,Carousel,94.0,7.0,15,0,400.0,32.0,68.0,45.0,6720,4518,5760,157,32,42
261,2022-09-18,Image,50.0,1.0,15,0,226.0,21.0,35.0,8.0,6731,3962,4593,146,26,20
262,2022-09-19,Story,260.0,4.0,19,7,92.0,2.0,8.0,12.0,6741,1428,1654,84,7,19
263,2022-09-20,Reel,32.0,6.0,16,20,306.0,14.0,61.0,30.0,6752,5796,9389,312,36,27
264,2022-09-21,Carousel,243.0,20.0,16,0,480.0,27.0,81.0,72.0,6762,6449,10564,343,101,61
265,2022-09-22,Reel,165.0,20.0,14,41,597.0,56.0,37.0,29.0,6773,8873,11901,457,103,80
266,2022-09-23,Reel,266.0,3.0,9,13,461.0,23.0,36.0,72.0,6783,5804,9065,197,51,65
267,2022-09-24,Reel,294.0,3.0,13,13,432.0,16.0,58.0,39.0,6794,7974,9380,329,19,97
268,2022-09-25,Image,208.0,5.0,14,0,509.0,40.0,98.0,54.0,6804,5391,7730,60,4,5
269,2022-09-26,Reel,164.0,4.0,7,67,293.0,18.0,72.0,19.0,6815,8325,11769,441,69,50
270,2022-09-27,Reel,47.0,4.0,23,90,576.0,61.0,41.0,48.0,6825,8818,14859,169,32,19
271,2022-09-28,Carousel,292.0,7.0,19,0,445.0,14.0,33.0,54.0,6836,5567,6937,297,18,87
272,2022-09-29,Image,237.0,15.0,19,0,520.0,54.0,76.0,61.0,6846,6656,9287,332,27,88
273,2022-09-30,Reel,245.0,8.0,8,37,355.0,29.0,77.0,42.0,6857,5676,6759,150,22,41
274,2022-10-01,Image,229.0,14.0,8,0,161.0,10.0,17.0,6.0,6867,1920,3175,46,12,4
275,2022-10-02,Reel,208.0,10.0,9,27,911.0,61.0,118.0,38.0,6878,9922,13468,240,32,75
276,2022-10-03,Image,289.0,11.0,10,0,58.0,2.0,11.0,4.0,6888,818,1224,48,14,10
277,2022-10-04,Reel,117.0,4.0,15,54,732.0,25.0,93.0,64.0,6899,8327,11286,413,26,92
278,2022-10-05,Story,109.0,0.0,9,14,98.0,4.0,8.0,7.0,6909,2198,3320,26,6,6
279,2022-10-06,Reel,65.0,2.0,19,60,500.0,15.0,39.0,44.0,6920,9843,12572,208,14,20
280,2022-10-07,Story,208.0,13.0,13,8,128.0,9.0,23.0,11.0,6930,1478,1855,26,2,4
281,2022-10-08,Reel,213.0,10.0,11,48,285.0,16.0,45.0,39.0,6941,6196,10418,216,14,57
282,2022-10-09,Reel,268.0,20.0,18,14,849.0,77.0,79.0,105.0,6951,10828,17355,604,164,106
283,2022-10-10,Image,211.0,11.0,18,0,493.0,28.0,54.0,53.0,6962,5380,7989,197,25,46
284,2022-10-11,Reel,216.0,9.0,22,90,562.0,50.0,47.0,44.0,6972,7573,9181,293,14,52
285,2022-10-12,Story,11.0,8.0,15,5,135.0,7.0,19.0,14.0,6983,2766,3187,116,22,10
286,2022-10-13,Reel,31.0,12.0,16,7,467.0,38.0,80.0,20.0,6993,6610,8736,179,12,59
287,2022-10-14,Reel,86.0,2.0,6,63,759.0,38.0,56.0,57.0,7004,8685,11496,199,52,61
288,2022-10-15,Reel,84.0,1.0,14,20,690.0,24.0,112.0,67.0,7015,11144,14541,306,24,69
289,2022-10-16,Image,124.0,5.0,15,0,495.0,20.0,116.0,19.0,7025,7547,10280,158,18,37
290,2022-10-17,Reel,220.0,4.0,14,22,501.0,27.0,77.0,20.0,7036,8554,13776,284,68,47
291,2022-10-18,Reel,242.0,6.0,21,60,612.0,55.0,61.0,20.0,7046,11926,17928,180,52,42
292,2022-10-19,Image,233.0,3.0,13,0,220.0,9.0,15.0,28.0,7057,4299,6357,74,11,11
293,2022-10-20,Carousel,176.0,13.0,9,0,480.0,38.0,38.0,27.0,7067,7306,9498,250,44,66
294,2022-10-21,Carousel,134.0,10.0,6,0,186.0,8.0,13.0,16.0,7078,2187,2631,29,7,7
295,2022-10-22,Reel,188.0,14.0,17,85,418.0,33.0,50.0,20.0,7088,9107,13063,501,70,46
296,2022-10-23,Story,131.0,15.0,16,5,202.0,9.0,39.0,15.0,7099,2357,2713,140,31,22
297,2022-10-24,Reel,79.0,10.0,7,9,453.0,39.0,100.0,53.0,7109,6077,9211,301,65,42
298,2022-10-25,Image,162.0,11.0,13,0,187.0,19.0,38.0,9.0,7120,3075,5037,157,30,34
299,2022-10-26,Carousel,224.0,17.0,22,0,290.0,15.0,29.0,42.0,7130,3244,4668,40,9,12
300,2022-10-27,Reel,284.0,4.0,15,69,748.0,63.0,159.0,59.0,7141,8084,12063,120,6,12
301,2022-10-28,Image,208.0,0.0,19,0,269.0,9.0,63.0,32.0,7151,6300,8233,350,66,82
302,2022-10-29,Carousel,269.0,4.0,20,0,507.0,48.0,42.0,60.0,7162,9447,14145,421,38,144
303,2022-10-30,Carousel,219.0,17.0,16,0,521.0,38.0,64.0,48.0,7172,6690,10927,244,53,62
304,2022-10-31,Carousel,69.0,16.0,23,0,214.0,13.0,24.0,26.0,7183,5675,8903,309,35,51
305,2022-11-01,Reel,76.0,12.0,12,15,480.0,40.0,105.0,19.0,7193,10056,14476,316,75,91
306,2022-11-02,Carousel,40.0,6.0,7,0,232.0,24.0,42.0,31.0,7204,4929,7437,184,42,30
307,2022-11-03,Carousel,92.0,10.0,23,0,115.0,9.0,23.0,5.0,7214,2109,2492,90,21,14
308,2022-11-04,Carousel,266.0,2.0,6,0,224.0,18.0,43.0,28.0,7225,6203,10078,116,23,18
309,2022-11-05,Carousel,230.0,1.0,14,0,247.0,19.0,20.0,39.0,7235,5541,7212,256,29,25
310,2022-11-06,Reel,257.0,14.0,19,64,1029.0,82.0,235.0,88.0,7246,15052,22219,245,70,37
311,2022-11-07,Carousel,265.0,17.0,6,0,125.0,9.0,21.0,6.0,7256,2763,4462,134,35,40
312,2022-11-08,Image,103.0,3.0,10,0,308.0,24.0,39.0,20.0,7267,3867,5290,172,18,58
313,2022-11-09,Reel,214.0,5.0,8,41,425.0,13.0,51.0,65.0,7277,8569,12349,393,23,52
314,2022-11-10,Image,176.0,10.0,11,0,192.0,18.0,35.0,19.0,7288,3138,3784,68,20,17
315,2022-11-11,Reel,163.0,14.0,15,30,517.0,43.0,92.0,35.0,7298,7641,9283,388,22,103
316,2022-11-12,Reel,231.0,9.0,7,77,487.0,24.0,39.0,16.0,7309,9234,11646,397,44,38
317,2022-11-13,Image,84.0,12.0,19,0,562.0,17.0,99.0,42.0,7319,5920,7522,171,11,56
318,2022-11-14,Reel,191.0,7.0,12,56,873.0,73.0,152.0,93.0,7330,10706,17456,267,76,92
319,2022-11-15,Reel,127.0,16.0,13,39,946.0,33.0,152.0,60.0,7340,10634,15352,606,61,59
320,2022-11-16,Image,254.0,0.0,11,0,204.0,17.0,28.0,32.0,7351,4195,6898,195,50,32
321,2022-11-17,Carousel,142.0,16.0,22,0,316.0,18.0,37.0,19.0,7361,4769,6555,205,16,59
322,2022-11-18,Reel,209.0,1.0,15,52,845.0,41.0,111.0,75.0,7372,10971,17763,157,42,38
323,2022-11-19,Reel,196.0,1.0,10,45,611.0,64.0,48.0,35.0,7382,7695,10067,215,28,28
324,2022-11-20,Reel,194.0,17.0,18,64,1238.0,40.0,264.0,110.0,7393,14200,21114,477,112,121
325,2022-11-21,Carousel,279.0,16.0,7,0,498.0,50.0,75.0,25.0,7403,6006,7879,144,20,40
326,2022-11-22,Reel,215.0,8.0,19,30,952.0,34.0,144.0,50.0,7414,15245,25381,689,167,198
327,2022-11-23,Carousel,258.0,17.0,21,0,575.0,49.0,109.0,66.0,7424,9210,12717,433,89,148
328,2022-11-24,Image,137.0,18.0,7,0,392.0,33.0,83.0,36.0,7435,5571,7963,97,19,12
329,2022-11-25,Image,229.0,4.0,19,0,393.0,24.0,90.0,37.0,7445,6798,8309,227,66,24
330,2022-11-26,Reel,161.0,11.0,10,33,599.0,21.0,93.0,54.0,7456,7299,10396,79,4,11
331,2022-11-27,Image,250.0,12.0,9,0,170.0,,13.0,16.0,7466,3573,4635,107,7,36
332,2022-11-28,Carousel,162.0,11.0,6,0,372.0,22.0,66.0,12.0,7477,4136,6661,70,11,12
333,2022-11-29,Image,272.0,8.0,12,0,264.0,24.0,54.0,8.0,7487,3057,4685,150,24,35
334,2022-11-30,Carousel,46.0,3.0,11,0,370.0,29.0,80.0,17.0,7498,6948,11739,130,34,32
335,2022-12-01,Reel,49.0,0.0,22,6,435.0,16.0,37.0,42.0,7508,6461,9419,262,46,30
336,2022-12-02,Carousel,252.0,3.0,23,0,242.0,9.0,52.0,27.0,7519,3677,5104,177,10,34
337,2022-12-03,Reel,265.0,12.0,17,80,243.0,17.0,47.0,13.0,7529,6505,10125,288,16,67
338,2022-12-04,Story,201.0,15.0,13,5,157.0,9.0,22.0,20.0,7540,2073,2949,118,17,23
339,2022-12-05,Reel,271.0,17.0,22,44,423.0,24.0,57.0,38.0,7550,5084,8367,159,35,22
340,2022-12-06,Reel,98.0,17.0,7,51,268.0,17.0,39.0,33.0,7561,4443,7186,249,42,58
341,2022-12-07,Reel,240.0,4.0,9,51,175.0,11.0,42.0,22.0,7571,4222,4917,196,12,62
342,2022-12-08,Image,180.0,7.0,15,0,378.0,22.0,83.0,43.0,7582,5507,7184,146,33,29
343,2022-12-09,Carousel,153.0,16.0,9,0,461.0,34.0,34.0,53.0,7592,4986,8123,130,13,22
344,2022-12-10,Story,13.0,19.0,15,7,197.0,13.0,17.0,10.0,7603,4357,5373,99,7,10
345,2022-12-11,Image,163.0,20.0,10,0,180.0,16.0,31.0,12.0,7613,2974,4101,137,38,30
346,2022-12-12,Reel,25.0,15.0,8,47,521.0,25.0,94.0,40.0,7624,7707,11084,338,27,111
347,2022-12-13,Reel,196.0,5.0,8,74,360.0,14.0,39.0,55.0,7634,4927,7102,288,25,24
348,2022-12-14,Reel,90.0,20.0,20,5,672.0,61.0,161.0,98.0,7645,13721,20643,162,14,27
349,2022-12-15,Carousel,95.0,0.0,6,0,250.0,15.0,38.0,11.0,7655,5437,8044,80,12,10
350,2022-12-16,Reel,82.0,20.0,11,78,353.0,34.0,80.0,42.0,7666,7477,11965,277,55,77
351,2022-12-17,Reel,243.0,3.0,13,89,849.0,34.0,83.0,70.0,7676,10496,13378,502,87,69
352,2022-12-18,Reel,230.0,8.0,18,61,1295.0,90.0,278.0,169.0,7687,13839,19929,757,107,62
353,2022-12-19,Reel,126.0,12.0,12,39,447.0,14.0,41.0,65.0,7697,7804,12657,381,104,35
354,2022-12-20,Reel,283.0,12.0,13,82,,81.0,202.0,38.0,7708,10554,16627,364,25,91
355,2022-12-21,Image,187.0,5.0,6,0,,1.0,2.0,1.0,7718,587,927,27,6,8
356,2022-12-22,Image,272.0,10.0,15,0,212.0,17.0,36.0,26.0,7729,2879,4265,74,8,14
357,2022-12-23,Reel,145.0,9.0,8,12,499.0,36.0,120.0,60.0,7739,5410,9135,234,49,51
358,2022-12-24,Carousel,82.0,0.0,6,0,128.0,4.0,29.0,11.0,7750,3379,5292,106,18,20
359,2022-12-25,Reel,255.0,6.0,7,61,236.0,16.0,19.0,30.0,7760,6592,9961,114,28,33
360,2022-12-26,Carousel,41.0,0.0,9,0,390.0,29.0,49.0,20.0,7771,4671,7548,175,28,27
361,2022-12-27,Reel,262.0,17.0,11,25,278.0,25.0,33.0,28.0,7781,5544,8653,227,34,68
362,2022-12-28,Reel,40.0,3.0,13,49,476.0,49.0,64.0,42.0,7792,10527,12145,182,14,56
363,2022-12-29,Reel,270.0,13.0,19,47,569.0,30.0,57.0,70.0,7802,15105,20117,813,68,90
364,2022-12-30,Reel,169.0,5.0,8,70,372.0,18.0,76.0,30.0,7813,8585,13504,148,25,39
365,2022-12-31,Reel,167.0,17.0,22,44,679.0,51.0,153.0,38.0,7823,9365,10922,467,27,129
366,2023-01-01,Reel,91.0,8.0,14,89,648.0,26.0,42.0,69.0,7834,11834,13799,607,64,196
367,2023-01-02,Reel,288.0,14.0,8,67,604.0,51.0,71.0,54.0,7844,8198,13875,394,63,94
368,2023-01-03,Reel,265.0,19.0,11,69,851.0,77.0,168.0,43.0,7855,9738,14687,497,140,125
369,2023-01-04,Reel,206.0,2.0,16,39,568.0,23.0,137.0,43.0,7865,9428,11204,481,30,126
370,2023-01-05,Carousel,275.0,3.0,11,0,159.0,13.0,38.0,9.0,7876,4543,5514,48,6,11
371,2023-01-06,Carousel,58.0,11.0,18,0,326.0,31.0,27.0,20.0,7886,6958,11051,368,53,116
372,2023-01-07,Image,233.0,2.0,16,0,131.0,13.0,32.0,8.0,7897,3556,4874,130,13,20
373,2023-01-08,Reel,245.0,8.0,17,15,950.0,30.0,135.0,122.0,7907,11813,15740,586,124,156
374,2023-01-09,Image,122.0,6.0,15,0,217.0,9.0,24.0,34.0,7918,5950,7711,307,18,55
375,2023-01-10,Reel,240.0,20.0,19,41,540.0,48.0,78.0,35.0,7928,13993,20596,375,90,117
376,2023-01-11,Story,11.0,3.0,9,11,364.0,30.0,90.0,39.0,7939,4128,6415,197,36,56
377,2023-01-12,Reel,216.0,0.0,14,10,557.0,34.0,33.0,44.0,7949,11152,18583,597,83,56
378,2023-01-13,Carousel,225.0,7.0,15,0,311.0,23.0,68.0,42.0,7960,5806,8129,94,15,12
379,2023-01-14,Reel,251.0,3.0,16,66,448.0,20.0,55.0,35.0,7970,9406,12219,503,34,118
380,2023-01-15,Reel,116.0,8.0,17,32,559.0,44.0,41.0,69.0,7981,8484,11655,257,23,83
381,2023-01-16,Reel,218.0,6.0,7,41,561.0,36.0,103.0,24.0,7991,9101,12537,362,71,49
382,2023-01-17,Story,138.0,9.0,9,13,235.0,15.0,53.0,9.0,8002,2696,4096,121,34,26
383,2023-01-18,Carousel,18.0,1.0,20,0,488.0,34.0,51.0,43.0,8013,9478,14579,300,76,77
384,2023-01-19,Carousel,163.0,2.0,6,0,260.0,17.0,27.0,35.0,8023,5814,9647,269,23,75
385,2023-01-20,Image,189.0,20.0,14,0,410.0,41.0,55.0,27.0,8034,4758,6570,104,17,15
386,2023-01-21,Reel,238.0,10.0,12,5,813.0,86.0,82.0,105.0,8044,12310,17378,270,65,27
387,2023-01-22,Reel,29.0,9.0,7,59,436.0,16.0,79.0,42.0,8055,7871,12798,274,42,89
388,2023-01-23,Carousel,105.0,7.0,20,0,349.0,17.0,75.0,45.0,8065,9374,12703,152,31,41
389,2023-01-24,Story,215.0,15.0,12,3,20.0,1.0,3.0,2.0,8076,300,399,5,0,0
390,2023-01-25,Image,220.0,6.0,13,0,369.0,22.0,63.0,57.0,8086,3983,6196,57,8,15
391,2023-01-26,Carousel,19.0,13.0,9,0,272.0,,35.0,26.0,8097,4583,5544,253,62,55
392,2023-01-27,Image,142.0,12.0,17,0,108.0,5.0,16.0,10.0,8107,1190,1565,20,5,6
393,2023-01-28,Reel,42.0,7.0,14,46,600.0,54.0,81.0,64.0,8118,11229,13476,338,60,50
394,2023-01-29,Image,163.0,10.0,7,0,270.0,28.0,25.0,8.0,8128,4916,7028,279,43,94
395,2023-01-30,Image,204.0,9.0,23,0,200.0,18.0,38.0,12.0,8139,4852,7681,78,20,20
396,2023-01-31,Reel,35.0,3.0,14,83,716.0,37.0,76.0,56.0,8149,11040,16016,176,51,53
397,2023-02-01,Image,188.0,8.0,17,0,155.0,6.0,10.0,9.0,8160,4435,6062,133,14,41
398,2023-02-02,Reel,179.0,3.0,15,75,611.0,40.0,150.0,61.0,8170,7194,10394,421,28,38
399,2023-02-03,Carousel,111.0,2.0,10,0,245.0,23.0,41.0,32.0,8181,6468,10823,370,23,51
400,2023-02-04,Story,187.0,5.0,8,4,20.0,1.0,2.0,2.0,8191,300,508,14,2,2
401,2023-02-05,Story,33.0,8.0,6,5,194.0,7.0,43.0,17.0,8202,2749,3331,73,10,22
402,2023-02-06,Image,95.0,16.0,16,0,18.0,1.0,1.0,2.0,8212,300,494,6,0,0
403,2023-02-07,Carousel,288.0,7.0,11,0,377.0,28.0,60.0,43.0,8223,4939,6835,172,49,54
404,2023-02-08,Story,126.0,1.0,19,12,331.0,18.0,71.0,31.0,8233,5723,8121,106,27,23
405,2023-02-09,Image,241.0,9.0,8,0,77.0,7.0,13.0,6.0,8244,1334,1563,31,2,8
406,2023-02-10,Reel,249.0,0.0,9,43,659.0,42.0,98.0,39.0,8254,7164,8750,192,45,65
407,2023-02-11,Reel,38.0,2.0,10,27,636.0,26.0,88.0,50.0,8265,10190,13233,372,86,60
408,2023-02-12,Reel,201.0,1.0,10,34,904.0,79.0,116.0,44.0,8275,10446,13420,219,61,61
409,2023-02-13,Reel,160.0,3.0,16,24,437.0,27.0,53.0,17.0,8286,9412,12284,553,124,127
410,2023-02-14,Carousel,101.0,16.0,12,0,454.0,46.0,104.0,43.0,8296,10123,17042,195,57,49
411,2023-02-15,Carousel,17.0,2.0,22,0,294.0,10.0,38.0,36.0,8307,5493,6872,107,15,29
412,2023-02-16,Image,176.0,0.0,20,0,160.0,16.0,38.0,25.0,8317,4369,6445,241,65,21
413,2023-02-17,Reel,120.0,9.0,13,86,872.0,52.0,208.0,110.0,8328,10461,16112,384,101,47
414,2023-02-18,Carousel,147.0,19.0,10,0,429.0,17.0,80.0,63.0,8338,5718,8963,212,36,34
415,2023-02-19,Image,41.0,9.0,21,0,319.0,13.0,44.0,26.0,8349,7776,12255,335,64,109
416,2023-02-20,Image,46.0,8.0,20,0,345.0,11.0,80.0,16.0,8359,4569,6645,266,28,42
417,2023-02-21,Reel,95.0,4.0,20,90,1293.0,105.0,195.0,104.0,8370,14149,19947,572,93,89
418,2023-02-22,Story,226.0,13.0,6,10,26.0,1.0,5.0,2.0,8380,635,947,34,1,10
419,2023-02-23,Story,80.0,13.0,12,14,211.0,19.0,23.0,27.0,8391,2268,3629,114,19,23
420,2023-02-24,Reel,170.0,19.0,14,22,582.0,40.0,80.0,81.0,8401,11227,16950,262,73,27
421,2023-02-25,Reel,112.0,9.0,13,90,1056.0,105.0,75.0,91.0,8412,11424,16904,483,39,158
422,2023-02-26,Reel,262.0,5.0,18,45,529.0,32.0,98.0,62.0,8422,14851,25020,815,205,85
423,2023-02-27,Carousel,130.0,13.0,18,0,621.0,46.0,38.0,81.0,8433,9064,12258,310,91,79
424,2023-02-28,Story,189.0,7.0,12,6,295.0,17.0,64.0,22.0,8443,3407,4242,123,22,36
425,2023-03-01,Reel,224.0,7.0,20,75,779.0,66.0,126.0,38.0,8454,14528,18388,188,53,29
426,2023-03-02,Reel,289.0,12.0,11,60,572.0,38.0,57.0,18.0,8464,8251,10156,321,60,70
427,2023-03-03,Reel,61.0,3.0,16,41,313.0,15.0,75.0,31.0,8475,8127,12556,233,42,61
428,2023-03-04,Reel,212.0,10.0,22,62,420.0,40.0,56.0,35.0,8485,8530,12840,173,48,51
429,2023-03-05,Reel,279.0,10.0,21,79,1012.0,59.0,226.0,110.0,8496,17803,24106,397,36,68
430,2023-03-06,Reel,219.0,15.0,8,69,310.0,15.0,68.0,16.0,8506,7600,10358,105,13,27
431,2023-03-07,Image,144.0,1.0,9,0,244.0,21.0,34.0,19.0,8517,2606,3490,48,9,7
432,2023-03-08,Image,55.0,11.0,17,0,439.0,19.0,31.0,46.0,8527,7559,9007,306,16,73
433,2023-03-09,Reel,51.0,8.0,8,68,463.0,27.0,65.0,20.0,8538,7831,10290,255,48,26
434,2023-03-10,Reel,31.0,13.0,20,48,834.0,88.0,55.0,127.0,8548,14614,23645,188,34,58
435,2023-03-11,Image,50.0,9.0,6,0,428.0,18.0,81.0,15.0,8559,5111,6899,238,18,49
436,2023-03-12,Image,91.0,3.0,20,0,557.0,60.0,56.0,78.0,8569,6685,7952,206,13,31
437,2023-03-13,Reel,13.0,14.0,16,34,704.0,43.0,141.0,93.0,8580,7956,10616,238,49,49
438,2023-03-14,Carousel,26.0,1.0,20,0,446.0,24.0,85.0,15.0,8590,8475,13146,128,21,14
439,2023-03-15,Image,263.0,11.0,22,0,239.0,24.0,18.0,18.0,8601,3871,5600,105,26,11
440,2023-03-16,Reel,42.0,19.0,16,6,624.0,55.0,89.0,63.0,8611,10883,17548,340,48,34
441,2023-03-17,Carousel,122.0,15.0,13,0,684.0,22.0,167.0,50.0,8622,7606,11095,309,18,66
442,2023-03-18,Image,221.0,15.0,10,0,434.0,20.0,100.0,43.0,8632,6093,9519,155,19,36
443,2023-03-19,Story,115.0,5.0,17,7,230.0,7.0,22.0,36.0,8643,4164,5576,181,22,27
444,2023-03-20,Image,89.0,5.0,8,0,177.0,7.0,15.0,8.0,8653,4177,5401,158,27,33
445,2023-03-21,Reel,198.0,17.0,7,9,568.0,55.0,86.0,51.0,8664,8652,14334,179,39,23
446,2023-03-22,Reel,220.0,12.0,8,80,323.0,34.0,57.0,19.0,8674,7210,10292,175,43,56
447,2023-03-23,Reel,271.0,3.0,11,84,456.0,48.0,42.0,35.0,8685,9228,14632,127,9,26
448,2023-03-24,Story,62.0,10.0,10,15,90.0,8.0,11.0,3.0,8695,2565,3209,70,14,12
449,2023-03-25,Carousel,246.0,2.0,12,0,366.0,32.0,65.0,57.0,8706,5192,8616,295,76,48
450,2023-03-26,Story,184.0,12.0,19,8,147.0,,15.0,6.0,8716,2041,2758,91,25,12
451,2023-03-27,Reel,288.0,19.0,16,68,537.0,50.0,56.0,55.0,8727,9196,10587,439,89,91
452,2023-03-28,Image,87.0,4.0,20,0,697.0,71.0,42.0,73.0,8737,9066,11670,323,28,47
453,2023-03-29,Carousel,25.0,15.0,17,0,594.0,37.0,73.0,40.0,8748,7176,11449,167,41,23
454,2023-03-30,Carousel,171.0,0.0,19,0,532.0,49.0,113.0,65.0,8758,8093,12829,396,55,84
455,2023-03-31,Reel,220.0,8.0,7,19,657.0,22.0,94.0,96.0,8769,10202,15675,398,43,138
456,2023-04-01,Reel,147.0,7.0,18,48,746.0,40.0,75.0,42.0,8779,17741,22694,437,47,146
457,2023-04-02,Image,283.0,8.0,8,0,284.0,20.0,33.0,44.0,8790,3527,5848,110,28,10
458,2023-04-03,Image,224.0,16.0,17,0,353.0,20.0,69.0,23.0,8800,4103,5312,138,11,24
459,2023-04-04,Story,120.0,16.0,19,15,222.0,8.0,24.0,30.0,8811,4461,5170,72,19,25
460,2023-04-05,Carousel,191.0,13.0,7,0,180.0,15.0,34.0,15.0,8821,3569,5164,105,7,34
461,2023-04-06,Reel,251.0,14.0,19,69,1070.0,96.0,180.0,170.0,8832,16514,19789,517,153,175
462,2023-04-07,Carousel,228.0,3.0,11,0,336.0,35.0,34.0,17.0,8842,4393,5461,107,7,12
463,2023-04-08,Image,286.0,14.0,21,0,304.0,23.0,27.0,27.0,8853,6120,7833,213,26,29
464,2023-04-09,Reel,90.0,17.0,18,62,638.0,48.0,84.0,46.0,8863,16179,26617,390,28,116
465,2023-04-10,Reel,108.0,12.0,18,10,987.0,49.0,109.0,62.0,8874,14871,18559,377,50,67
466,2023-04-11,Reel,62.0,18.0,7,89,419.0,22.0,84.0,24.0,8884,8624,13767,366,99,112
467,2023-04-12,Reel,141.0,3.0,20,15,1272.0,109.0,89.0,110.0,8895,18107,25434,374,80,63
468,2023-04-13,Reel,245.0,20.0,8,38,735.0,40.0,45.0,52.0,8905,10294,17191,585,80,142
469,2023-04-14,Reel,260.0,10.0,20,75,995.0,60.0,67.0,107.0,8916,16370,25270,897,139,290
470,2023-04-15,Reel,203.0,10.0,12,20,693.0,58.0,101.0,81.0,8926,11431,18693,414,54,104
471,2023-04-16,Reel,264.0,15.0,14,19,651.0,68.0,52.0,36.0,8937,12954,18991,710,206,198
472,2023-04-17,Reel,27.0,1.0,17,88,870.0,73.0,197.0,33.0,8947,10324,16350,613,156,201
473,2023-04-18,Carousel,98.0,15.0,10,0,390.0,29.0,58.0,47.0,8958,5250,7305,157,15,28
474,2023-04-19,Reel,130.0,12.0,20,57,684.0,47.0,63.0,58.0,8968,14597,23728,629,40,104
475,2023-04-20,Image,291.0,19.0,13,0,412.0,38.0,46.0,54.0,8979,5646,7990,165,41,34
476,2023-04-21,Story,73.0,1.0,21,8,168.0,10.0,20.0,25.0,8989,3888,5825,230,44,32
477,2023-04-22,Image,46.0,17.0,14,0,145.0,13.0,20.0,22.0,9000,3286,5328,123,10,10
478,2023-04-23,Carousel,14.0,13.0,8,0,335.0,15.0,20.0,50.0,9011,4702,6542,275,21,88
479,2023-04-24,Story,49.0,7.0,17,10,487.0,16.0,34.0,19.0,9021,5261,6504,175,29,28
480,2023-04-25,Reel,40.0,7.0,20,72,1440.0,72.0,337.0,199.0,9032,16098,20620,927,202,186
481,2023-04-26,Reel,207.0,19.0,9,30,640.0,29.0,80.0,29.0,9042,9341,12398,507,43,169
482,2023-04-27,Image,236.0,8.0,10,0,131.0,6.0,30.0,16.0,9053,3647,5296,119,29,33
483,2023-04-28,Reel,45.0,3.0,11,17,274.0,8.0,49.0,15.0,9063,6801,11058,406,31,86
484,2023-04-29,Reel,109.0,14.0,10,85,531.0,42.0,74.0,16.0,9074,7364,9192,282,21,24
485,2023-04-30,Reel,21.0,3.0,9,58,832.0,69.0,70.0,124.0,9084,10844,12545,484,65,46
486,2023-05-01,Reel,14.0,1.0,14,14,623.0,21.0,69.0,19.0,9095,10782,14401,137,38,26
487,2023-05-02,Carousel,234.0,11.0,14,0,792.0,79.0,108.0,100.0,9105,10475,15562,554,70,149
488,2023-05-03,Reel,171.0,14.0,22,88,785.0,24.0,150.0,89.0,9116,10113,15299,236,67,69
489,2023-05-04,Carousel,121.0,17.0,11,0,264.0,27.0,31.0,27.0,9126,4014,6768,200,19,39
490,2023-05-05,Carousel,245.0,4.0,16,0,404.0,43.0,82.0,29.0,9137,5988,7093,273,55,29
491,2023-05-06,Story,221.0,0.0,9,5,23.0,1.0,4.0,2.0,9147,300,458,11,0,3
492,2023-05-07,Reel,108.0,8.0,10,58,661.0,19.0,154.0,77.0,9158,12441,14645,493,53,110
493,2023-05-08,Reel,230.0,4.0,8,24,942.0,32.0,123.0,84.0,9168,12151,19472,230,53,76
494,2023-05-09,Carousel,292.0,10.0,20,0,313.0,20.0,73.0,14.0,9179,8103,12460,328,40,54
495,2023-05-10,Reel,191.0,2.0,9,31,372.0,27.0,22.0,12.0,9189,8561,11635,142,21,16
496,2023-05-11,Image,142.0,17.0,11,0,338.0,14.0,37.0,12.0,9200,4445,7498,156,28,53
497,2023-05-12,Story,278.0,17.0,10,4,133.0,7.0,11.0,11.0,9210,2144,3493,91,14,20
